Source ; Target
eat ; giraffe
giraffe ; bird
bird ; butterfly
butterfly ; elephant
elephant ; zebra
cat ; rabbit
zebra ; lion
lion ; carrot
shark ; snake
snake ; rabbit
rabbit ; frog
frog ; crocodile
crocodile ; horse
horse ; bat
bat ; dog
dog ; cat
cat ; giraffe
ant ; cow
cow ; chicken
chicken ; lion
lion ; spider
spider ; horse
horse ; snake
cat ; dog
dog ; monkey
monkey ; horse
horse ; giraffe
giraffe ; zebra
zebra ; lion
lion ; carterpillar
carterpillar ; butterfly
butterfly ; ladybug
ladybug ; fly
fly ; pig
pig ; cow
cow ; sheep
sheep ; goat
goat ; rooster
rooster ; puppy
puppy ; tiger
dog ; snake
snake ; cat
cat ; horse
horse ; crocodile
crocodile ; zebra
zebra ; bat
bat ; elephant
elephant ; frog
wildlife ; giraffe
giraffe ; lion
lion ; bird
bird ; pig
pig ; cow
cow ; butterfly
butterfly ; bee
bee ; sheep
sheep ; ladybug
ladybug ; cat
cat ; dog
dog ; fish
dog ; cat
cat ; elephant
elephant ; chameleon
chameleon ; tiger
tiger ; lion
lion ; fish
fish ; pig
pig ; bear
bear ; koala
fox ; pig
pig ; turtle
turtle ; jellyfish
jellyfish ; fish
fish ; crocodile
crocodile ; dog
dog ; cat
cat ; hamster
hamster ; monkey
monkey ; ladybug
ladybug ; dinosaur
dinosaur ; zebra
zebra ; rabbit
rabbit ; wolf
wolf ; giraffe
bear ; elephant
elephant ; snake
snake ; cat
cat ; dog
dog ; snail
snail ; egg
egg ; poop
poop ; giraffe
giraffe ; tail
tail ; bird
bird ; whale
whale ; panther
panther ; lion
lion ; savannah
savannah ; bear
bear ; fish
bird ; cat
cat ; dog
dog ; rabbit
rabbit ; dolphin
dolphin ; chicken
chicken ; turtle
turtle ; caw
caw ; horse
horse ; parrot
parrot ; lion
lion ; snake
parrot ; fish
fish ; rabbit
rabbit ; snake
snake ; lion
lion ; tiger
tiger ; elephant
elephant ; bear
bear ; shark
shark ; cat
cat ; dog
dog ; giraffe
dog ; cat
cat ; pig
pig ; lion
lion ; parrot
parrot ; fish
fish ; fox
fox ; zebra
zebra ; giraffe
giraffe ; turtle
turtle ; shark
dog ; cat
cat ; elephant
elephant ; lion
lion ; tiger
tiger ; bird
bird ; dinosaur
dinosaur ; bear
dog ; cat
cat ; pig
pig ; bear
bear ; snake
snake ; shark
shark ; fish
fish ; parrot
parrot ; elephant
elephant ; rabbit
rabbit ; tiger
tiger ; lion
dog ; cat
cat ; tiger
tiger ; lion
lion ; elephant
elephant ; rabbit
rabbit ; fish
fish ; pig
pig ; bear
bear ; koala
koala ; panda
panda ; dinosaur
dinosaur ; snake
cat ; dog
dog ; elephant
elephant ; snake
snake ; snake
snake ; orangutan
orangutan ; monkey
monkey ; butterfly
butterfly ; fish
fish ; giraffe
giraffe ; bird
bird ; bear
bear ; rabbit
rabbit ; chicken
dog ; cat
cat ; ant
ant ; rabbit
rabbit ; crocodile
crocodile ; giraffe
giraffe ; snake
snake ; chicken
chicken ; turkey
turkey ; bisont
bird ; horse
horse ; zebra
zebra ; butterfly
butterfly ; ant
ant ; lion
lion ; giraffe
giraffe ; dog
dog ; cat
cat ; hamster
hamster ; elephant
elephant ; octopus
octopus ; fish
fish ; shark
shark ; dolphin
dolphin ; snail
elephant ; giraffe
giraffe ; jaguar
jaguar ; monkey
monkey ; cat
cat ; dog
dog ; horse
horse ; crocodile
crocodile ; snake
snake ; bird
pig ; dog
dog ; cat
cat ; bear
bear ; lion
lion ; elephant
elephant ; fish
fish ; panda
panda ; rabbit
wild ; pet
pet ; vet
vet ; ocean
ocean ; insect
insect ; bird
snake ; fish
fish ; dog
dog ; cat
cat ; monkey
monkey ; horse
horse ; elephant
elephant ; tiger
tiger ; bear
bear ; lion
lion ; ant
ant ; butterfly
butterfly ; bird
dog ; cat
cat ; mouse
mouse ; zebra
zebra ; giraffe
giraffe ; fish
fish ; bird
bird ; pig
pig ; horse
horse ; train
train ; collar
collar ; domestication
domestication ; wolf
wolf ; predator
predator ; extinct
extinct ; wildlife
wildlife ; poison
poison ; farm
zoo ; zebra
zebra ; crocodile
crocodile ; elephant
elephant ; dog
dog ; cat
cat ; rabbit
rabbit ; fish
fish ; lion
lion ; jaguar
jaguar ; giraffe
giraffe ; monkey
monkey ; snake
zoo ; elephant
elephant ; dolphin
dolphin ; fish
fish ; tiger
tiger ; lion
lion ; cat
cat ; dog
dog ; hamster
hamster ; turtle
turtle ; snake
snake ; rat
rat ; mouse
mouse ; butterfly
cat ; racoon
racoon ; bat
bat ; dog
dog ; pet
pet ; elephant
elephant ; australia
australia ; spider
spider ; worm
worm ; rat
rat ; hamster
hamster ; habitat
habitat ; crow
crow ; snail
snail ; squirrel
squirrel ; horse
horse ; bug
racoon ; dog
dog ; cat
cat ; pet
pet ; wolf
wolf ; frog
frog ; bear
bear ; penguin
penguin ; bunny
bunny ; parrot
parrot ; koala
lion ; panther
panther ; crocodile
crocodile ; shark
shark ; monkey
monkey ; rabbit
rabbit ; cat
cat ; dog
dog ; tiger
tiger ; giraffe
giraffe ; snake
snake ; penguin
penguin ; dolphin
dolphin ; mouse
mouse ; seal
seal ; whale
turtle ; pidgeon
pidgeon ; rat
rat ; ant
ant ; dog
dog ; fish
fish ; jellyfish
jellyfish ; dolphin
dolphin ; giraffe
giraffe ; cat
cat ; mouse
mouse ; rhino
rhino ; monkey
monkey ; chimpanzee
chimpanzee ; seal
seal ; orangutan
orangutan ; lion
lion ; tiger
tiger ; shark
shark ; whale
whale ; butterfly
butterfly ; bee
bee ; placton
placton ; seastar
seastar ; ladybug
ladybug ; dragonfly
dragonfly ; duck
duck ; frog
frog ; platypus
lion ; tiger
tiger ; giraffe
giraffe ; elephant
elephant ; koala
koala ; dog
dog ; cat
cat ; parrot
parrot ; leopard
leopard ; rhino
rhino ; monkey
snake ; horse
horse ; dog
dog ; cat
cat ; bird
bird ; toucan
toucan ; deer
deer ; racoon
racoon ; bull
bull ; crocodile
crocodile ; axoloti
axoloti ; corgi
corgi ; husky
elephant ; dog
dog ; cat
cat ; bird
bird ; fish
fish ; giraffe
giraffe ; goat
goat ; hamster
hamster ; lizard
lizard ; ladybug
ladybug ; shark
shark ; jellyfish
dog ; cat
cat ; leopard
leopard ; giraffe
giraffe ; fish
fish ; lion
lion ; tiger
tiger ; shark
shark ; whiteshark
whiteshark ; whale
whale ; barracuda
barracuda ; ant
ant ; human
human ; worm
worm ; bird
bird ; owl
owl ; bear
bear ; monkey
monkey ; baboon
baboon ; snake
snake ; crocodile
crocodile ; alligator
alligator ; elephant
elephant ; seal
seal ; penguin
cat ; dog
dog ; food
food ; elephant
elephant ; freetime
freetime ; ant
ant ; butterfly
butterfly ; dragonfly
dragonfly ; sky
sky ; bird
bird ; giraffe
giraffe ; human
human ; bee
bee ; ladybug
ladybug ; pet
cat ; dog
dog ; turtle
turtle ; guineapig
guineapig ; parrot
parrot ; bird
bird ; wolf
wolf ; lion
lion ; tiger
tiger ; fish
fish ; shark
shark ; capybara
dog ; cat
cat ; bird
bird ; fish
fish ; rabbit
rabbit ; squirrel
squirrel ; deer
deer ; racoon
racoon ; flamingo
flamingo ; iguana
iguana ; lizard
lizard ; crocodile
crocodile ; snake
snake ; turtle
turtle ; lion
lion ; tiger
tiger ; jaguar
jaguar ; cheetah
cheetah ; hound
hound ; hyena
hyena ; gazelle
gazelle ; bluejay
bluejay ; weasel
weasel ; monkey
monkey ; chimpanzee
chimpanzee ; elephant
elephant ; hippo
hippo ; seal
seal ; manatee
manatee ; platy
lion ; fish
fish ; guepard
guepard ; giraffe
giraffe ; mouse
mouse ; scorpion
scorpion ; dinosaur
dog ; cat
cat ; caw
caw ; rabbit
rabbit ; horse
horse ; snake
snake ; wolf
wolf ; forest
dog ; cat
elephant ; dolphin
dolphin ; dog
dog ; cat
cat ; giraffe
giraffe ; crocodile
cat ; dog
dog ; fish
fish ; bird
bird ; elephant
elephant ; giraffe
cat ; dog
dog ; mouse
mouse ; snake
snake ; monkey
monkey ; crocodile
crocodile ; zebra
zebra ; bird
bird ; gorilla
dog ; dolphin
dolphin ; cat
cat ; horse
horse ; pig
pig ; hamster
dog ; cat
cat ; mouse
mouse ; lion
lion ; hour
dog ; cat
cat ; zebra
zebra ; giraffe
giraffe ; lion
lion ; seal
seal ; bird
bird ; fish
fish ; reptile
reptile ; snail
snail ; snake
snake ; parrot
parrot ; turtle
tiger ; bird
bird ; elephant
elephant ; dog
dog ; cat
cat ; snake
dog ; cat
cat ; horse
horse ; fish
chicken ; cat
dog ; cat
cat ; elephant
elephant ; bird
dog ; cat
cat ; parrot
parrot ; fish
fish ; lion
lion ; tiger
tiger ; bird
bird ; snake
snake ; gorm
gorm ; crow
dog ; cat
cat ; fish
rat ; dog
dog ; leash
leash ; food
food ; giraffe
giraffe ; cat
cat ; walk
walk ; hamster
hamster ; ant
ant ; elephant
elephant ; lion
lion ; puma
puma ; takingcareof
takingcareof ; parrot
parrot ; snail
snail ; butterfly
butterfly ; camel
camel ; tiger
tiger ; fish
fish ; crab
crab ; water
dog ; cat
cat ; elephant
elephant ; bird
bird ; crocodile
crocodile ; dolphin
dolphin ; fish
fish ; giraffe
dog ; cat
cat ; horse
horse ; shark
shark ; monkey
monkey ; donkey
donkey ; tiger
tiger ; lion
lion ; pet
pet ; fish
fish ; dolphin
dolphin ; whale
whale ; rabbit
rabbit ; hamster
hamster ; eagle
eagle ; snake
snake ; raven
raven ; feather
feather ; elephant
elephant ; zebra
zebra ; crocodile
crocodile ; panther
giraffe ; lion
lion ; elephant
elephant ; crocodile
crocodile ; alligator
alligator ; ant
ant ; fly
fly ; mosquito
mosquito ; butterfly
butterfly ; tiger
tiger ; dog
dog ; cat
cat ; bird
bird ; wisp
wisp ; bee
bee ; insect
insect ; panther
panther ; gorilla
gorilla ; monkey
monkey ; snake
habitat ; rabbit
rabbit ; dog
dog ; cat
cat ; monkey
monkey ; hamster
hamster ; mouse
mouse ; snake
snake ; domesticanimal
domesticanimal ; wildanimal
wildanimal ; bird
elephant ; zebra
zebra ; tiger
tiger ; snail
snail ; crocodile
crocodile ; panther
panther ; lion
lion ; turtle
turtle ; snake
snake ; shark
shark ; eagle
eagle ; bird
bird ; bear
dog ; cat
cat ; rhino
rhino ; crocodile
crocodile ; monkey
monkey ; snake
snake ; fish
fish ; shark
shark ; whale
whale ; dolphin
dolphin ; elephant
elephant ; horse
horse ; pig
pig ; bird
bird ; eagle
eagle ; zebra
zebra ; lion
lion ; tiger
tiger ; gorilla
gorilla ; chimpanzee
elephant ; tiger
tiger ; fly
fly ; lion
lion ; rabbit
rabbit ; cat
cat ; dog
dog ; frog
frog ; giraffe
giraffe ; hippo
hippo ; fish
fish ; butterfly
butterfly ; snake
snake ; spider
spider ; ant
ant ; dragonfly
dragonfly ; tarantula
tarantula ; bear
bear ; cow
giraffe ; hippo
hippo ; dog
dog ; cat
cat ; snake
snake ; crocodile
crocodile ; whale
whale ; rhino
rhino ; monkey
monkey ; bear
bear ; rat
rat ; fox
cat ; fish
fish ; dog
dog ; zebra
zebra ; horse
horse ; wolf
wolf ; parrot
parrot ; bird
bird ; dolphin
dolphin ; crocodile
crocodile ; hamster
hamster ; rat
rat ; bunny
bunny ; snail
snail ; snake
snake ; lizard
lizard ; lion
lion ; hippo
hippo ; giraffe
giraffe ; elephant
elephant ; monkey
monkey ; dog
dog ; cat
cat ; parrot
parrot ; hyena
hyena ; lion
lion ; rhino
rhino ; koala
koala ; rabbit
rabbit ; donkey
donkey ; octopus
octopus ; shark
shark ; dolphin
dolphin ; fish
elephant ; zebra
zebra ; guepard
guepard ; leopard
leopard ; tiger
tiger ; monkey
monkey ; donkey
donkey ; parrot
parrot ; dog
dog ; cat
cat ; lion
lion ; shark
shark ; whale
whale ; giraffe
giraffe ; sheep
sheep ; cow
cow ; goat
lion ; dog
dog ; cat
cat ; parrot
parrot ; tiger
tiger ; fish
fish ; guineapig
guineapig ; pig
pig ; sheep
sheep ; horse
horse ; crocodile
crocodile ; snake
snake ; panther
panther ; rabbit
rabbit ; fox
fox ; shark
shark ; dolphin
dolphin ; owl
owl ; chicken
chicken ; monkey
cheetah ; cat
cat ; dog
dog ; lion
lion ; jaguar
jaguar ; whale
whale ; shark
shark ; dolphin
dolphin ; rabbit
rabbit ; eagle
eagle ; rat
rat ; mouse
mouse ; lizard
lizard ; camel
camel ; reindeer
reindeer ; deer
deer ; ladybug
ladybug ; mosquito
mosquito ; fly
furry ; dog
dog ; cat
cat ; bird
bird ; crocodile
crocodile ; komododragon
komododragon ; bat
bat ; fish
fish ; shark
shark ; eagle
eagle ; fox
fox ; snail
snail ; grasshopper
grasshopper ; elephant
elephant ; lion
lion ; gorilla
gorilla ; monkey
monkey ; tiger
tiger ; snake
mouse ; zebra
zebra ; jungle
jungle ; lion
lion ; tree
tree ; river
river ; giraffe
giraffe ; bird
cow ; bee
bee ; bat
bat ; fly
fly ; snake
snake ; monkey
monkey ; rat
rat ; whisker
whisker ; bear
bear ; fox
lion ; tiger
tiger ; panther
panther ; dog
dog ; cat
cat ; pig
pig ; cow
cow ; bull
bull ; sheep
sheep ; sea
sea ; bird
bird ; mosquito
mosquito ; fly
fly ; ant
ant ; dinosaur
dinosaur ; rat
rat ; mouse
mouse ; cockroach
cockroach ; bee
bee ; habitat
habitat ; reproduction
reproduction ; goatjoselumato
goatjoselumato ; rabbit
lion ; snake
snake ; crocodile
crocodile ; tiger
tiger ; sheep
sheep ; giraffe
giraffe ; horse
horse ; dog
dog ; cat
cat ; rabbit
rabbit ; elephant
elephant ; hippo
elephant ; cat
cat ; dog
dog ; rabbit
rabbit ; bird
bird ; leopard
leopard ; lion
lion ; mule
mule ; horse
horse ; shark
shark ; fish
fish ; giraffe
giraffe ; zebra
lion ; leopard
leopard ; spider
spider ; cat
cat ; dog
dog ; bird
bird ; eagle
eagle ; lizard
lizard ; cheetah
cheetah ; lynx
lynx ; dolphin
dolphin ; shark
shark ; camel
camel ; mouse
mouse ; horse
horse ; monkey
monkey ; gorilla
gorilla ; parrot
parrot ; squirrel
squirrel ; rat
dog ; cat
cat ; bird
bird ; wolf
wolf ; flamingo
flamingo ; jaguar
jaguar ; lion
lion ; fox
fox ; leopard
leopard ; fish
fish ; bear
bear ; snake
snake ; otter
otter ; platypus
elephant ; lion
lion ; turtle
turtle ; cat
cat ; dog
dog ; zebra
zebra ; rabbit
rabbit ; mouse
dog ; cat
cat ; elephant
elephant ; rabbit
rabbit ; giraffe
giraffe ; crocodile
crocodile ; mouse
elephant ; snake
snake ; cat
cat ; dog
dog ; monkey
monkey ; giraffe
giraffe ; horse
horse ; pink
pink ; dolphin
cow ; cat
cat ; dog
dog ; rabbit
rabbit ; snake
snake ; fish
fish ; crocodile
crocodile ; bee
bee ; butterfly
butterfly ; horse
horse ; monkey
monkey ; hippo
lion ; spider
spider ; whale
whale ; snake
snake ; dog
dog ; cat
cat ; parrot
parrot ; bird
bird ; eagle
eagle ; frog
frog ; panther
panther ; tiger
elephant ; crocodile
crocodile ; lion
lion ; shark
shark ; bear
bear ; dog
dog ; cat
cat ; monkey
monkey ; whale
whale ; tiger
tiger ; snake
tiger ; lion
lion ; fish
fish ; chicken
chicken ; bird
bird ; cat
cat ; dog
rabbit ; elephant
elephant ; dog
dog ; cat
fox ; panther
panther ; whale
whale ; dolphin
dolphin ; dog
dog ; cat
lion ; elephant
elephant ; turtle
turtle ; fish
fish ; bird
bird ; dog
dog ; cat
cat ; giraffe
memoria ; humor
dog ; cat
cat ; elephant
elephant ; spider
spider ; giraffe
giraffe ; lion
plant ; natural
natural ; dog
dog ; pet
pet ; elephant
elephant ; fish
fish ; cat
cat ; pig
pig ; horse
horse ; whale
whale ; giraffe
giraffe ; bird
dog ; cat
cat ; penguin
penguin ; turtle
turtle ; fish
fish ; bird
bird ; shark
shark ; dolphin
dolphin ; pony
pony ; donkey
donkey ; monkey
monkey ; gorilla
gorilla ; crocodile
crocodile ; pig
pig ; snake
snake ; horse
horse ; whale
whale ; parrot
pink ; dog
dog ; elephant
elephant ; horse
horse ; cat
cat ; giraffe
giraffe ; fish
cat ; dog
dog ; rabbit
rabbit ; horse
horse ; bat
bat ; elephant
elephant ; coat
coat ; bird
bird ; bear
bear ; shark
shark ; whale
whale ; monkey
monkey ; mouse
mouse ; rat
rat ; bug
bug ; snail
snail ; snake
snake ; eagle
eagle ; fish
fish ; butterfly
butterfly ; sheep
sheep ; pony
pony ; crab
cow ; lion
lion ; turtle
turtle ; snake
snake ; lizard
lizard ; leopard
leopard ; shark
shark ; giraffe
giraffe ; goat
goat ; rat
rat ; mouse
mouse ; fish
fish ; dog
dog ; pig
pig ; cat
cat ; bird
dog ; rabbit
rabbit ; cat
crow ; fox
fox ; cat
cat ; dog
dog ; snake
snake ; monkey
monkey ; crocodile
crocodile ; fish
fish ; bird
giraffe ; dog
dog ; cat
cat ; crocodile
crocodile ; elephant
elephant ; kitten
kitten ; monkey
monkey ; puppy
puppy ; snake
snake ; tiger
tiger ; lion
lion ; bird
elephant ; lion
lion ; snake
snake ; bear
bear ; pig
pig ; sheep
sheep ; dog
dog ; cat
cat ; bird
bird ; hamster
hamster ; crocodile
crocodile ; fish
fish ; shark
lion ; cat
cat ; crocodile
crocodile ; predator
predator ; prey
prey ; monkey
monkey ; carnivore
carnivore ; hervibore
hervibore ; omnivore
omnivore ; fish
fish ; tiger
tiger ; dog
dog ; panther
panther ; snake
snake ; chameleon
chameleon ; fly
fly ; mosquito
mosquito ; lizard
lizard ; komododragon
komododragon ; mouse
mouse ; rat
rat ; chicken
chicken ; human
human ; egg
egg ; animal
dog ; cat
cat ; elephant
elephant ; monkey
monkey ; turkey
turkey ; horse
horse ; snake
snake ; cow
cow ; fish
fish ; jellyfish
jellyfish ; shark
shark ; dolphin
dolphin ; kangaroo
kangaroo ; fly
fly ; mosquito
mosquito ; cheetah
dog ; cat
cat ; crocodile
crocodile ; tiger
tiger ; lion
lion ; cow
cow ; sheep
sheep ; pig
pig ; mouse
mouse ; bird
bird ; spider
lion ; snake
snake ; elephant
elephant ; jaguar
jaguar ; bird
bird ; cat
cat ; goat
goat ; alpaca
bird ; snake
snake ; dog
dog ; cat
cat ; fish
fish ; cow
cow ; bee
bee ; beetle
beetle ; tiger
tiger ; lion
lion ; horse
horse ; mosquito
mosquito ; dragon
dragon ; chicken
chicken ; donkey
elephant ; giraffe
giraffe ; snake
snake ; monkey
monkey ; lion
lion ; tiger
cat ; dog
dog ; elephant
dog ; cat
cat ; elephant
elephant ; chicken
chicken ; spider
spider ; snake
dog ; snake
snake ; lion
lion ; tiger
tiger ; fish
fish ; water
water ; monkey
monkey ; mountain
mountain ; shark
pink ; cow
cow ; horse
horse ; goat
goat ; rabbit
rabbit ; bull
bull ; bird
bird ; cat
cat ; dog
dog ; fox
fox ; zebra
zebra ; lion
lion ; tiger
tiger ; giraffe
giraffe ; elephant
giraffe ; zebra
zebra ; lion
lion ; zoo
zoo ; lizard
lizard ; tiger
tiger ; cheetah
cheetah ; fur
fur ; wild
wild ; dangerous
dangerous ; cat
cat ; dog
dog ; mouse
mouse ; farm
farm ; domestic
domestic ; cow
cow ; bull
bull ; rabbit
rabbit ; frog
frog ; fish
fish ; habitat
lion ; zebra
zebra ; stripe
stripe ; hunter
hunter ; monkey
monkey ; spot
spot ; horn
horn ; dog
dog ; tiger
tiger ; claw
claw ; feather
feather ; whisker
whisker ; tail
tail ; peak
peak ; savannah
savannah ; jungle
jungle ; bear
bear ; pat
tiger ; frog
frog ; dog
dog ; cat
cat ; crocodile
crocodile ; monkey
monkey ; chimpanzee
chimpanzee ; bird
bird ; parrot
parrot ; lion
lion ; capybara
capybara ; tail
tail ; whisker
whisker ; peak
peak ; eye
eye ; feather
feather ; jungle
jungle ; desert
desert ; mammal
mammal ; predator
predator ; cliff
cliff ; bear
cat ; rat
rat ; dog
dog ; snake
snake ; giraffe
giraffe ; pandabear
lion ; dog
dog ; cat
cat ; fish
fish ; snake
snake ; tiger
tiger ; panther
panther ; fly
fly ; mouse
mouse ; chicken
ant ; tiger
tiger ; lion
lion ; snake
snake ; turtle
turtle ; cat
cat ; dog
dog ; cow
cow ; shark
cat ; dog
dog ; fish
fish ; cow
cow ; horse
horse ; shark
shark ; bull
bull ; pig
pig ; snake
snake ; wolf
wolf ; bear
bear ; tiger
tiger ; rabbit
rabbit ; frog
frog ; goat
goat ; sheep
sheep ; giraffe
giraffe ; lion
lion ; zebra
zebra ; kangaroo
kangaroo ; rhino
cow ; lion
lion ; tiger
tiger ; snake
snake ; bird
bird ; horse
horse ; shark
shark ; fish
fish ; bear
bear ; crocodile
crocodile ; spider
tiger ; frog
frog ; lion
lion ; zebra
zebra ; panther
panther ; wing
wing ; caw
caw ; spider
spider ; wolf
wolf ; sheep
sheep ; pig
pig ; elephant
elephant ; giraffe
giraffe ; claw
claw ; beetle
beetle ; butterfly
butterfly ; tail
dog ; environment
environment ; fish
fish ; frog
frog ; mammal
mammal ; cat
cat ; mouse
mouse ; mouse
mouse ; sheep
sheep ; ocean
ocean ; sea
sea ; hamster
hamster ; bird
bird ; whale
whale ; snake
snake ; tiger
tiger ; lion
cat ; dog
dog ; snake
snake ; pig
pig ; fish
fish ; fox
fox ; horse
horse ; rabbit
dog ; cat
cat ; bird
bird ; fish
fish ; rabbit
rabbit ; snake
snake ; pig
pig ; cow
cow ; sheep
sheep ; goat
goat ; crocodile
crocodile ; insect
insect ; rhino
rhino ; elephant
elephant ; bear
bear ; lion
lion ; pig
elephant ; dog
dog ; cat
cat ; giraffe
giraffe ; monkey
monkey ; rat
rat ; turkey
turkey ; horse
horse ; jellyfish
jellyfish ; snake
snake ; cow
cow ; fish
fish ; shark
shark ; dolphin
dolphin ; kangaroo
kangaroo ; fly
fly ; mosquito
frog ; shark
shark ; elephant
elephant ; tiger
tiger ; dolphin
dolphin ; dog
dog ; cat
cat ; dog
dog ; crocodile
crocodile ; butterfly
snake ; lion
lion ; tiger
tiger ; giraffe
giraffe ; ape
ape ; elephant
elephant ; fly
fly ; mosquito
mosquito ; cat
cat ; dog
dog ; zebra
zebra ; chicken
chicken ; sheep
sheep ; goat
goat ; horse
zebra ; cat
cat ; dog
dog ; giraffe
giraffe ; elephant
elephant ; mouse
mouse ; lion
lion ; tiger
tiger ; snake
snake ; fish
fish ; goat
goat ; sheep
sheep ; horse
horse ; chicken
chicken ; hen
hen ; rabbit
dog ; cat
cat ; lizard
lizard ; horse
horse ; rabbit
rabbit ; pig
pig ; wolf
wolf ; cow
cow ; chicken
chicken ; goat
goat ; snake
snake ; bird
bird ; lion
lion ; fly
fly ; monkey
lion ; fox
fox ; elephant
elephant ; snake
snake ; spider
spider ; bird
bird ; buffalo
buffalo ; tiger
tiger ; whale
fear ; lion
lion ; tiger
tiger ; dolphin
dolphin ; bird
bird ; snake
snake ; cat
cat ; dog
dog ; caw
horse ; pick
pick ; sheep
sheep ; lion
lion ; tiger
tiger ; alet
alet ; fish
fish ; rabbit
rabbit ; elephant
elephant ; giraffe
giraffe ; shark
dog ; cat
cat ; pet
pet ; chicken
chicken ; fox
fox ; tail
tail ; peak
peak ; frog
frog ; tiger
tiger ; lion
lion ; cow
cow ; whisker
whisker ; eye
eye ; feather
feather ; monkey
monkey ; crocodile
crocodile ; bird
bird ; jungle
jungle ; desert
desert ; lizard
dog ; cat
cat ; cow
cow ; bear
bear ; snake
snake ; lion
lion ; tiger
tiger ; sheep
sheep ; horse
horse ; donkey
donkey ; bird
bird ; parrot
parrot ; rat
rat ; monkey
cow ; stripe
stripe ; chicken
chicken ; peak
peak ; kitten
kitten ; whisker
whisker ; snake
snake ; bat
bat ; bird
bird ; fur
fur ; dog
dog ; cat
cat ; wildanimal
wildanimal ; giraffe
giraffe ; elephant
elephant ; herd
herd ; calf
dog ; cat
cat ; rabbit
rabbit ; lion
lion ; fish
fish ; fox
fox ; sheep
sheep ; wolf
wolf ; horse
horse ; giraffe
giraffe ; grab
dog ; cat
cat ; bird
bird ; lion
lion ; lizard
lizard ; fly
fly ; snake
snake ; pig
pig ; monkey
monkey ; spider
spider ; chicken
chicken ; ladybug
ladybug ; crocodile
bird ; goat
goat ; dog
dog ; cat
cat ; fox
fox ; fish
fish ; elephant
elephant ; tiger
tiger ; horse
horse ; pig
horse ; cat
cat ; dog
dog ; leopard
leopard ; guepard
guepard ; elephant
elephant ; cow
cow ; mouse
mouse ; miss
miss ; rat
rat ; giraffe
giraffe ; snake
snake ; frog
frog ; spider
spider ; mosquito
mosquito ; tiger
tiger ; lion
lion ; turtle
turtle ; bird
bird ; butterfly
tiger ; lion
lion ; snake
snake ; spider
spider ; shark
shark ; crow
crow ; bird
bird ; bat
bat ; hippo
hippo ; elephant
elephant ; horse
horse ; fish
dog ; cat
cat ; peak
peak ; horn
horn ; feather
feather ; fur
fur ; elephant
elephant ; leopard
leopard ; crocodile
crocodile ; frog
frog ; snake
snake ; spider
spider ; fish
fish ; shark
shark ; dolphin
dolphin ; whale
whale ; fly
giraffe ; cow
cow ; bull
bull ; dog
dog ; cat
cat ; elephant
elephant ; tiger
tiger ; lion
lion ; snake
snake ; dragon
dragon ; unicorn
unicorn ; bird
bird ; spider
spider ; goat
goat ; sheep
sheep ; horse
horse ; raven
rabbit ; cat
cat ; dog
