Source ; Target
dog ; cow
cow ; elephant
elephant ; giraffe
giraffe ; lion
elephant ; fox
fox ; wolf
wolf ; rhino
rhino ; sheep
sheep ; goat
goat ; horse
horse ; cat
cat ; dog
dog ; crocodile
crocodile ; mouse
lion ; tiger
tiger ; tail
tail ; whale
whale ; giraffe
giraffe ; hand
hand ; head
head ; pick
pick ; koala
koala ; monkey
monkey ; turtle
cat ; dog
dog ; wolf
wolf ; butterfly
butterfly ; turtle
turtle ; fish
fish ; snake
snake ; bird
bird ; lion
lion ; panther
panther ; whale
whale ; monkey
monkey ; tiger
tiger ; fox
pet ; sea
sea ; forest
forest ; fish
fish ; mountain
mountain ; river
river ; cat
cat ; dog
dog ; crow
crow ; bird
cat ; rabbit
rabbit ; elephant
elephant ; dog
dog ; cat
cat ; lion
lion ; giraffe
giraffe ; corzo
corzo ; pig
lion ; dog
dog ; cat
cat ; frog
frog ; pig
pig ; snake
snake ; zebra
zebra ; wolf
wolf ; fox
fox ; crocodile
crocodile ; giraffe
giraffe ; rat
rat ; bettle
bettle ; butterfly
butterfly ; dragon
dragon ; u
dog ; cat
cat ; elephant
elephant ; giraffe
giraffe ; snake
snake ; peak
peak ; tail
tail ; monkey
monkey ; bear
bear ; bear
bear ; bird
cow ; farm
farm ; frog
frog ; whisker
whisker ; paw
paw ; vet
rabbit ; elephant
elephant ; lion
lion ; cat
cat ; butterfly
butterfly ; dog
dog ; giraffe
giraffe ; dolphin
turtle ; dog
dog ; cat
cat ; fish
fish ; fox
fox ; bird
bird ; giraffe
giraffe ; camel
camel ; frog
frog ; rat
rat ; hamster
hamster ; crocodile
crocodile ; s
snake ; spider
spider ; lion
lion ; tiger
tiger ; fish
fish ; shark
shark ; dolphin
dolphin ; mouse
mouse ; rat
rat ; bee
bee ; fly
fly ; cat
cat ; dog
dog ; hamster
hamster ; goat
goat ; sheep
sheep ; chicken
chicken ; cow
cow ; parrot
dog ; cat
cat ; elephant
elephant ; snake
snake ; tiger
tiger ; fish
fish ; fox
dog ; cat
cat ; mouse
mouse ; bird
bird ; goat
goat ; sheep
sheep ; horse
horse ; turtle
turtle ; parrot
parrot ; mosquito
mosquito ; bear
cat ; pig
pig ; cow
cow ; horse
horse ; whale
whale ; dog
dog ; monkey
monkey ; snake
snake ; spider
spider ; fish
fish ; shark
shark ; bird
bird ; mammal
mammal ; donkey
donkey ; rabbit
rabbit ; sheep
sheep ; chicken
cat ; dog
dog ; whisker
whisker ; giraffe
giraffe ; elephant
elephant ; crocodile
crocodile ; cow
dog ; cat
cat ; elephant
elephant ; rat
rat ; crocodile
crocodile ; turtle
turtle ; fish
fish ; snake
snake ; parrot
parrot ; bird
bird ; frog
frog ; giraffe
giraffe ; cow
dog ; cat
cat ; bat
bat ; giraffe
giraffe ; lion
lion ; crocodile
crocodile ; rat
rat ; lizard
lizard ; cow
cow ; tiger
tiger ; monkey
monkey ; rabbit
rabbit ; snake
crocodile ; lion
lion ; tiger
tiger ; giraffe
giraffe ; fish
fish ; cat
cat ; dog
dog ; cheetah
cheetah ; elephant
dog ; cat
cat ; monkey
monkey ; lion
lion ; elephant
elephant ; rabbit
rabbit ; snake
snake ; mouse
mouse ; frog
dog ; cat
cat ; crocodile
crocodile ; cow
cow ; giraffe
giraffe ; snake
snake ; horse
horse ; rabbit
tiger ; lion
lion ; cat
cat ; dog
dog ; crocodile
crocodile ; panther
panther ; leopard
leopard ; cheetah
cheetah ; pet
pet ; domesticanimal
domesticanimal ; wildlife
wildlife ; zoo
zoo ; elephant
elephant ; run
run ; monkey
monkey ; bird
bird ; snake
pet ; farm
farm ; farmer
farmer ; zoo
zoo ; tiger
tiger ; cheetah
cheetah ; elephant
elephant ; dog
dog ; cat
cat ; fish
fish ; spot
spot ; panther
panther ; shark
shark ; nature
nature ; turtle
turtle ; bee
bee ; honey
honey ; monkey
monkey ; gorilla
gorilla ; lion
lion ; horse
horse ; pony
pony ; colour
colour ; donkey
donkey ; leopard
leopard ; bug
bug ; dolphin
dolphin ; shark
hair ; feature
feature ; mammal
mammal ; paw
paw ; peak
peak ; lion
lion ; tiger
tiger ; pet
pet ; prey
prey ; hunter
hunter ; hunt
hunt ; snake
snake ; elephant
elephant ; dog
dog ; cat
cat ; zebra
zebra ; giraffe
giraffe ; bird
bird ; wing
wing ; dangerous
dangerous ; spider
spider ; wolf
wolf ; bat
tiger ; lion
lion ; elephant
elephant ; nature
nature ; food
food ; monkey
monkey ; cat
cat ; dog
dog ; dolphin
dolphin ; bear
bear ; prey
prey ; predator
life ; nature
nature ; dog
dog ; cat
cat ; crocodile
crocodile ; park
kangaroo ; hunt
hunt ; kill
kill ; dog
dog ; cat
cat ; mouse
mouse ; zebra
zebra ; tiger
tiger ; lion
lion ; beast
beast ; eat
eat ; cook
cook ; feather
feather ; sheep
sheep ; meat
meat ; beef
bear ; dog
dog ; cat
cat ; nature
nature ; fly
fly ; cow
cow ; sheep
sheep ; food
food ; chicken
chicken ; bird
bird ; mammal
mammal ; reptile
reptile ; bone
bone ; egg
egg ; human
human ; leopard
leopard ; spider
spider ; snake
snake ; poisonous
poisonous ; endangered
endangered ; frog
frog ; fish
fish ; toucan
toucan ; horse
horse ; beetle
beetle ; puppy
puppy ; pig
pig ; bat
bat ; swim
swim ; penguin
dog ; cat
cat ; horse
horse ; pig
pig ; cow
cow ; sheep
sheep ; leopard
leopard ; tiger
tiger ; giraffe
giraffe ; crocodile
crocodile ; elephant
elephant ; nature
nature ; donkey
donkey ; snake
snake ; spider
spider ; bird
bird ; fish
fish ; lion
lion ; rabbit
rabbit ; bear
dog ; cat
cat ; crocodile
crocodile ; hippo
hippo ; wild
wild ; wolf
wolf ; bee
bee ; wasp
wasp ; fur
fur ; wing
wing ; tiger
tiger ; lion
lion ; pet
pet ; bird
bird ; shark
shark ; fish
fish ; domestic
lion ; dog
dog ; cat
cat ; parrot
parrot ; bird
bird ; company
company ; tiger
tiger ; monkey
monkey ; forest
forest ; bear
bear ; mountain
dog ; cat
cat ; lion
lion ; panther
panther ; bird
bird ; dolphin
dolphin ; whale
whale ; giraffe
giraffe ; crow
crow ; worm
worm ; tiger
tiger ; buffalo
buffalo ; sheep
sheep ; hair
dog ; giraffe
giraffe ; elephant
elephant ; sea
sea ; environment
environment ; sky
sky ; cat
cat ; rabbit
rabbit ; mouse
mouse ; cow
cow ; sheep
sheep ; lion
lion ; dolphin
dolphin ; shark
shark ; tiger
tiger ; fish
fish ; whale
tiger ; frog
frog ; dolphin
dolphin ; nature
nature ; cat
cat ; dog
dog ; bird
bird ; lion
lion ; snake
snake ; whale
whale ; fish
fish ; crab
crab ; giraffe
giraffe ; hamster
hamster ; rabbit
deer ; beaver
beaver ; bear
bear ; monkey
monkey ; cat
cat ; dog
dog ; elephant
elephant ; tiger
tiger ; lion
lion ; snake
snake ; bird
bird ; leopard
leopard ; zebra
zebra ; happiness
big ; small
small ; colour
colour ; type
type ; tiger
tiger ; fish
fish ; shark
shark ; dog
dog ; puppy
puppy ; cat
cat ; bird
bird ; falcon
falcon ; fly
fly ; walk
walk ; meal
meal ; reptile
reptile ; water
water ; swim
swim ; colorful
colorful ; bear
bear ; beetle
beetle ; wave
wave ; monkey
dog ; cat
cat ; lion
lion ; tiger
tiger ; cheetah
cheetah ; bear
bear ; polarbear
polarbear ; bird
bird ; hamster
hamster ; fish
fish ; elephant
elephant ; giraffe
giraffe ; whale
whale ; dolphin
dolphin ; nature
nature ; tail
tail ; stripe
dog ; cat
cat ; pet
pet ; dolphin
dolphin ; lion
lion ; tiger
tiger ; elephant
elephant ; monkey
monkey ; food
food ; jungle
jungle ; feed
feed ; hunt
hunt ; company
company ; habitat
habitat ; mammal
mammal ; reptile
reptile ; bird
bird ; frog
frog ; egg
egg ; sea
sea ; reproduction
reproduction ; zoo
dog ; bull
bull ; nature
nature ; insect
insect ; bee
bee ; spider
spider ; squirrel
squirrel ; fish
fish ; tiger
tiger ; mammal
mammal ; monkey
monkey ; elephant
elephant ; trunk
trunk ; food
food ; lion
lion ; shark
shark ; bird
bird ; freedom
freedom ; jungle
jungle ; zebra
zebra ; giraffe
tiger ; dolphin
dolphin ; sea
sea ; turtle
turtle ; lake
lake ; sky
sky ; fly
fly ; dog
dog ; cat
cat ; fish
fish ; shark
shark ; pet
pet ; toucan
toucan ; serpent
serpent ; giraffe
giraffe ; egg
egg ; lion
lion ; zebra
dog ; cat
cat ; fish
fish ; snake
snake ; bear
bear ; polarbear
polarbear ; owl
owl ; turkey
dog ; cat
cat ; fish
fish ; shark
shark ; bird
bird ; bear
bear ; tiger
tiger ; elephant
elephant ; lion
lion ; rabbit
rabbit ; turtle
turtle ; hamster
hamster ; insect
insect ; snake
cow ; pig
pig ; cat
cat ; dog
dog ; elephant
elephant ; giraffe
giraffe ; snake
snake ; horse
horse ; fish
fish ; egg
egg ; milk
milk ; meat
meat ; crocodile
crocodile ; butterfly
butterfly ; carterpillar
lion ; tiger
tiger ; shark
shark ; dolphin
dolphin ; jellyfish
jellyfish ; cat
cat ; dog
dog ; snake
snake ; bird
bird ; starfish
starfish ; crocodile
dog ; cat
cat ; pig
pig ; zebra
zebra ; elephant
elephant ; crocodile
crocodile ; giraffe
giraffe ; bird
bird ; insect
insect ; rabbit
rabbit ; snake
snake ; dolphin
dolphin ; fish
fish ; horse
horse ; lion
lion ; tiger
rainforest ; zoo
zoo ; campsite
campsite ; pet
pet ; lion
lion ; zebra
zebra ; safari
safari ; hunt
hunt ; prey
prey ; mammal
mammal ; bird
bird ; cave
cave ; plant
plant ; fruit
fruit ; pet
pet ; lookfor
dolphin ; tiger
tiger ; lion
lion ; dog
dog ; cat
cat ; parrot
parrot ; hamster
hamster ; shark
shark ; bird
whale ; lion
lion ; tiger
tiger ; insect
insect ; bird
bird ; zebra
zebra ; giraffe
giraffe ; elephant
elephant ; skin
skin ; fish
fish ; hippo
hippo ; claw
claw ; fur
fur ; shark
shark ; dolphin
dolphin ; turtle
turtle ; monkey
monkey ; cow
cow ; sheep
cat ; dog
dog ; fish
fish ; fishing
fishing ; lion
lion ; tiger
tiger ; jellyfish
jellyfish ; hunt
hunt ; whale
whale ; bear
bear ; shark
shark ; bird
tiger ; elephant
elephant ; dinosaur
dinosaur ; cat
cat ; dog
dog ; frog
frog ; giraffe
giraffe ; zebra
zebra ; crocodile
crocodile ; parrot
parrot ; flamingo
flamingo ; horse
horse ; rabbit
rabbit ; ear
ear ; eye
eye ; fish
fish ; lion
horse ; bird
bird ; crocodile
crocodile ; snake
snake ; dog
dog ; cat
cat ; coat
coat ; pig
pig ; goat
goat ; rabbit
life ; dead
dead ; earth
earth ; instict
instict ; evolution
evolution ; food
duck ; dog
dog ; cat
cat ; fish
fish ; sheep
sheep ; habitat
habitat ; water
water ; cheetah
cheetah ; zebra
zebra ; bear
bear ; parrot
parrot ; snake
snake ; shark
shark ; hippo
hippo ; crocodile
crocodile ; elephant
elephant ; enormous
enormous ; fierce
fierce ; claw
pet ; zoo
zoo ; mammal
mammal ; evolution
evolution ; reptile
reptile ; bird
bird ; egg
egg ; ecosystem
dog ; cat
cat ; elephant
elephant ; bird
bird ; cow
cow ; insect
insect ; tiger
tiger ; lion
lion ; goat
goat ; panther
bird ; dog
dog ; cat
cat ; rabbit
rabbit ; fish
fish ; lion
lion ; tiger
tiger ; giraffe
giraffe ; elephant
elephant ; cheetah
cheetah ; monkey
monkey ; shark
shark ; mouse
mouse ; fur
fur ; whisker
whisker ; tail
tail ; zebra
zebra ; dolphin
cat ; dog
dog ; horse
horse ; cow
cow ; whale
whale ; wolf
wolf ; sheep
sheep ; lion
lion ; crocodile
crocodile ; cheetah
cheetah ; tiger
tiger ; parrot
parrot ; bear
bear ; shark
shark ; dolphin
dolphin ; fish
fish ; snake
snake ; monkey
monkey ; giraffe
giraffe ; hippo
hippo ; hamster
cat ; dog
dog ; lion
lion ; tiger
tiger ; elephant
elephant ; fish
fish ; shark
shark ; turtle
turtle ; zebra
zebra ; giraffe
giraffe ; crocodile
crocodile ; rhino
rhino ; bird
bird ; eagle
eagle ; dolphin
dolphin ; whale
whale ; ant
ant ; snake
snake ; spider
spider ; anaconda
anaconda ; scorpion
dog ; cat
cat ; cow
cow ; fox
fox ; wolf
wolf ; fish
fish ; pig
pig ; crocodile
crocodile ; sheep
sheep ; puppy
puppy ; parrot
parrot ; dangerous
dangerous ; deadly
deadly ; stripe
stripe ; fierce
fierce ; lion
lion ; snake
snake ; tiger
tiger ; hamster
frog ; cat
cat ; dog
dog ; elephant
elephant ; predator
predator ; prey
prey ; fox
fox ; fish
fish ; mammal
mammal ; shark
shark ; egg
egg ; food
food ; hippo
hippo ; octopus
octopus ; ant
ant ; stripe
stripe ; zebra
zebra ; lion
lion ; tiger
tiger ; cheetah
cat ; dog
dog ; whale
whale ; penguin
penguin ; fox
fox ; snake
dog ; cat
cat ; fair
fair ; fox
fox ; crocodile
crocodile ; fish
fish ; snake
snake ; lion
lion ; parrot
parrot ; puppy
puppy ; snail
snail ; coil
coil ; stripe
stripe ; fierce
fierce ; tiger
tiger ; sheep
sheep ; hamster
cat ; dog
dog ; dolphin
dolphin ; kangaroo
kangaroo ; pet
pet ; monkey
monkey ; lion
lion ; tiger
tiger ; fish
fish ; shark
rabbit ; cat
cat ; dog
dog ; butterfly
butterfly ; octopus
octopus ; fish
fish ; bird
bird ; horse
horse ; fox
fox ; zebra
zebra ; giraffe
giraffe ; snake
snake ; lion
amphibious  ; dog
dog ; cat
cat ; spider
spider ; elephant
elephant ; snake
snake ; bee
cat ; dog
dog ; duck
duck ; bird
bird ; penguin
penguin ; elephant
elephant ; giraffe
giraffe ; fox
fox ; goat
goat ; sheep
sheep ; wolf
wolf ; kitten
kitten ; calf
calf ; cow
cow ; chicken
chicken ; rooster
dog ; cat
cat ; bee
bee ; sheep
sheep ; ostrich
ostrich ; fox
fox ; horse
horse ; nose
nose ; rabbit
rabbit ; bird
dog ; hedgehog
hedgehog ; cat
cat ; lion
lion ; pig
pig ; guineapig
guineapig ; hamster
hamster ; rabbit
rabbit ; tiger
tiger ; panther
panther ; sloth
sloth ; koala
koala ; horse
horse ; parrot
parrot ; pidgeon
pidgeon ; eagle
elephant ; cat
cat ; dog
dog ; giraffe
giraffe ; bird
bird ; crocodile
crocodile ; rat
rat ; spider
mouse ; hair
hair ; dog
dog ; cat
cat ; parrot
parrot ; pet
pet ; fish
fish ; snake
snake ; elephant
elephant ; mammal
dog ; cat
cat ; tiger
dog ; cat
cat ; horse
horse ; buffalo
buffalo ; donkey
donkey ; zebra
zebra ; goat
goat ; camel
camel ; sheep
sheep ; cow
cow ; lion
lion ; tiger
tiger ; elephant
elephant ; giraffe
giraffe ; crocodile
lion ; panther
panther ; fish
fish ; elephant
elephant ; tiger
tiger ; whale
whale ; dog
dog ; cat
cat ; crocodile
crocodile ; monkey
monkey ; koala
dog ; cat
cat ; wolf
wolf ; cow
cow ; fish
fish ; dolphin
dolphin ; food
food ; pet
pet ; domestic
domestic ; hamster
hamster ; rabbit
rabbit ; shark
dog ; cat
cat ; cheetah
cheetah ; tortoise
tortoise ; lion
lion ; tiger
tiger ; snail
snail ; pet
pet ; giraffe
giraffe ; wing
wing ; owl
tiger ; lion
lion ; dog
dog ; cat
cat ; cheetah
cheetah ; leopard
leopard ; goat
goat ; horse
horse ; fish
fish ; giraffe
giraffe ; elephant
elephant ; zebra
zebra ; ant
ant ; whale
whale ; dolphin
dolphin ; kangaroo
kangaroo ; koala
koala ; snake
snake ; spider
spider ; bird
bird ; eagle
eagle ; crocodile
crocodile ; bear
bear ; wolf
wolf ; fox
fox ; frog
frog ; cow
cow ; sheep
cow ; chicken
chicken ; elephant
elephant ; cat
cat ; dog
dog ; hippo
hippo ; lion
lion ; giraffe
giraffe ; prey
prey ; hunt
hunt ; predator
predator ; herbivorous
herbivorous ; fur
fur ; habitat
habitat ; herd
herd ; hamster
dog ; cat
cat ; dolphin
dolphin ; elephant
elephant ; snake
snake ; fly
fly ; crocodile
crocodile ; monkey
monkey ; giraffe
giraffe ; frog
frog ; rat
frog ; horse
horse ; fish
fish ; tail
tail ; wing
wing ; dog
dog ; cat
cat ; whisker
whisker ; spider
spider ; snake
snake ; predator
dog ; cat
cat ; zebra
zebra ; monkey
monkey ; frog
frog ; bee
bee ; bear
wolf ; elephant
elephant ; fox
fox ; predator
predator ; prey
prey ; crocodile
crocodile ; snake
snake ; rabbit
rabbit ; dog
dog ; cat
cat ; puppy
puppy ; hippo
hippo ; koala
dog ; cat
cat ; bear
bear ; wolf
wolf ; lion
lion ; tiger
tiger ; goat
goat ; giraffe
giraffe ; elephant
elephant ; zebra
zebra ; snake
snake ; mouse
mouse ; cow
cow ; shark
shark ; dolphin
dolphin ; frog
cat ; dog
dog ; hamster
hamster ; snake
snake ; lion
lion ; crocodile
crocodile ; zebra
zebra ; horse
horse ; cow
cow ; sheep
sheep ; bunny
bunny ; rabbit
rabbit ; kitten
kitten ; puppy
puppy ; bird
bird ; bug
bug ; fly
fly ; spider
spider ; fish
fish ; shark
shark ; jellyfish
jellyfish ; octopus
octopus ; elephant
elephant ; wolf
wolf ; fox
fox ; bee
lion ; giraffe
giraffe ; male
male ; pet
pet ; paw
paw ; dog
dog ; cat
cat ; turtle
turtle ; fish
fish ; whale
whale ; velociraptor
velociraptor ; meat
meat ; cow
cow ; pig
pig ; chicken
chicken ; fox
fox ; herd
herd ; bee
bee ; fly
crocodile ; giraffe
giraffe ; elephant
elephant ; wolf
wolf ; snake
snake ; hunt
hunt ; prey
prey ; predator
predator ; stripe
stripe ; male
male ; fierce
cow ; cat
cat ; dog
dog ; rabbit
rabbit ; lion
lion ; tiger
tiger ; snake
snake ; frog
frog ; spider
spider ; dolphin
dolphin ; shark
shark ; fish
fish ; deer
deer ; petshop
petshop ; unicorn
unicorn ; bird
bird ; horse
horse ; petfood
petfood ; giraffe
giraffe ; sheep
sheep ; elephant
elephant ; hamster
hamster ; bitch
bitch ; star
dog ; frog
frog ; cat
cat ; bird
bird ; pig
pig ; bee
monkey ; lion
lion ; tiger
tiger ; dog
dog ; cat
cat ; frog
frog ; bat
bat ; rabbit
rabbit ; snake
snake ; bee
bee ; elephant
elephant ; zebra
zebra ; giraffe
dog ; cat
cat ; dolphin
dolphin ; tiger
tiger ; shark
shark ; giraffe
giraffe ; bear
bear ; mammal
mammal ; elephant
dog ; cat
cat ; parrot
parrot ; lion
lion ; tiger
tiger ; zebra
zebra ; snake
snake ; horse
horse ; bee
bee ; goat
goat ; cheetah
cheetah ; elephant
elephant ; crocodile
crocodile ; mosquito
mosquito ; spider
spider ; fox
fox ; shark
shark ; dolphin
dolphin ; hamster
hamster ; giraffe
chicken ; sheep
sheep ; pig
pig ; donkey
donkey ; duck
duck ; rabbit
rabbit ; tiger
tiger ; cow
cow ; elephant
elephant ; zebra
zebra ; goat
goat ; snake
snake ; shark
shark ; whale
whale ; dog
dog ; cat
cat ; turtle
turtle ; scorpion
scorpion ; frog
frog ; fox
fox ; lion
dog ; cat
cat ; elephant
elephant ; giraffe
elephant ; tiger
tiger ; crocodile
crocodile ; rabbit
rabbit ; cat
cat ; dog
dog ; mouse
mouse ; lion
lion ; hippo
hippo ; kangaroo
kangaroo ; panther
panther ; cheetah
cheetah ; dragon
dragon ; snake
snake ; fish
fish ; turtle
lion ; sheep
sheep ; goat
goat ; elephant
elephant ; cheetah
cheetah ; insect
insect ; shark
shark ; fish
fish ; wolf
dog ; cat
cat ; lion
lion ; giraffe
giraffe ; monkey
dog ; cat
cat ; fox
fox ; duck
duck ; horse
horse ; elephant
elephant ; wolf
wolf ; rabbit
rabbit ; goat
goat ; shark
shark ; dolphin
dolphin ; fish
fish ; bird
bird ; tiger
tiger ; lion
dog ; cat
cat ; shark
shark ; crow
crow ; fish
fish ; tiger
tiger ; bird
dog ; horse
horse ; cat
cat ; giraffe
giraffe ; rabbit
rabbit ; camel
camel ; rat
rat ; mouse
mouse ; fish
fish ; bird
bird ; snake
snake ; bat
bat ; hippo
hippo ; lion
lion ; tiger
tiger ; snail
kangaroo ; owl
owl ; cat
cat ; dog
dog ; rabbit
rabbit ; spider
spider ; butterfly
butterfly ; horse
horse ; turtle
turtle ; hamster
hamster ; mouse
mouse ; hippo
hippo ; elephant
elephant ; giraffe
giraffe ; lion
lion ; tiger
dog ; cat
cat ; bird
bird ; horse
horse ; pig
pig ; cow
cow ; bee
bee ; butterfly
butterfly ; mouse
mouse ; scratch
scratch ; elephant
elephant ; jungle
jungle ; leopard
leopard ; lion
lion ; zebra
zebra ; hippo
dog ; cat
cat ; fish
fish ; lion
lion ; jaguar
jaguar ; hamster
hamster ; giraffe
giraffe ; bird
bird ; elephant
elephant ; dinosaur
dinosaur ; crab
crab ; sealion
sealion ; spider
spider ; snake
snake ; frog
dog ; cat
cat ; fox
fox ; fish
fish ; giraffe
giraffe ; lion
lion ; wolf
wolf ; parrot
parrot ; carp
carp ; butterfly
butterfly ; crocodile
crocodile ; insect
insect ; bird
bird ; zebra
rat ; dog
dog ; wolf
wolf ; cat
cat ; parrot
parrot ; snake
snake ; zebra
zebra ; lion
lion ; bird
bird ; hamster
hamster ; eagle
eagle ; crow
crow ; cheetah
cheetah ; leopard
leopard ; pig
pig ; cow
cow ; horse
horse ; donkey
donkey ; chicken
zebra ; giraffe
giraffe ; crocodile
crocodile ; snake
snake ; dog
dog ; cat
cat ; kangaroo
kangaroo ; horse
horse ; pig
pig ; donkey
dolphin ; turtle
turtle ; cat
cat ; dog
dog ; cow
cow ; tiger
tiger ; lion
lion ; giraffe
giraffe ; rabbit
rabbit ; hamster
hamster ; butterfly
butterfly ; spider
tiger ; lion
lion ; cat
cat ; dog
dog ; mouse
mouse ; dolphin
dolphin ; shark
shark ; jellyfish
jellyfish ; leopard
leopard ; fish
fish ; crocodile
crocodile ; elephant
rabbit ; cat
cat ; hamster
hamster ; turtle
turtle ; dog
dog ; pig
pig ; bat
bat ; chicken
chicken ; horse
horse ; donkey
donkey ; cow
cow ; bull
bull ; snake
snake ; parrot
parrot ; cheetah
cheetah ; fish
fish ; salmon
salmon ; crocodile
crocodile ; elephant
cat ; shark
shark ; dog
dog ; fish
fish ; fox
fox ; lion
lion ; bunny
bunny ; bird
bird ; elephant
horse ; dog
dog ; cat
cat ; mouse
mouse ; elephant
elephant ; giraffe
giraffe ; bear
bear ; crocodile
crocodile ; fish
fish ; zebra
zebra ; bird
bird ; fox
fox ; snake
snake ; fly
fly ; butterfly
dog ; cat
cat ; bull
bull ; cow
cow ; parrot
parrot ; bird
bird ; pidgeon
pidgeon ; lion
lion ; giraffe
giraffe ; lizard
lizard ; insect
insect ; bug
bug ; butterfly
butterfly ; cheetah
cheetah ; zebra
zebra ; monkey
monkey ; hippo
dog ; cow
cow ; horse
horse ; turtle
turtle ; elephant
elephant ; cat
cat ; squirrel
squirrel ; bird
bird ; bear
bear ; fish
fish ; giraffe
giraffe ; lion
lion ; tiger
tiger ; rabbit
rabbit ; sheep
sheep ; pig
pig ; goat
tiger ; lion
lion ; zebra
zebra ; parrot
parrot ; shark
shark ; octopus
octopus ; jellyfish
jellyfish ; dog
dog ; cat
cat ; dolphin
dolphin ; whale
whale ; hamster
hamster ; rhino
rhino ; bull
bull ; sealion
sealion ; snake
dog ; cat
cat ; bear
bear ; deer
deer ; mammal
mammal ; elephant
elephant ; cow
cow ; buffalo
buffalo ; chicken
chicken ; rat
rat ; bat
bat ; sheep
sheep ; zebra
zebra ; lion
lion ; tiger
tiger ; snake
dog ; cat
cat ; spider
spider ; snake
snake ; fish
fish ; turtle
turtle ; rhino
tiger ; elephant
elephant ; dog
dog ; cat
cat ; lion
lion ; butterfly
butterfly ; fish
fish ; shark
shark ; turtle
turtle ; bee
bee ; leopard
leopard ; giraffe
spider ; bat
bat ; fear
fear ; elephant
elephant ; awesome
awesome ; wild
wild ; poisonous
poisonous ; giraffe
giraffe ; cat
cat ; dog
dog ; tail
tail ; snake
snake ; bird
bird ; whisker
whisker ; bear
bear ; small
small ; big
big ; cute
elephant ; tiger
tiger ; lion
lion ; whale
whale ; dolphin
dolphin ; bee
bee ; spider
spider ; butterfly
butterfly ; snake
snake ; monkey
monkey ; squirrel
squirrel ; turtle
turtle ; horse
horse ; bull
bull ; cow
cow ; pony
pony ; crocodile
crocodile ; dog
dog ; cat
cat ; fish
fish ; fly
dog ; fox
fox ; bird
bird ; cat
cat ; elephant
elephant ; snake
snake ; crocodile
crocodile ; rabbit
rabbit ; mouse
mouse ; horse
horse ; duck
duck ; pig
pig ; lion
lion ; tiger
lion ; tiger
tiger ; dog
dog ; cat
cat ; leopard
leopard ; zebra
zebra ; elephant
elephant ; giraffe
giraffe ; mouse
mouse ; snake
snake ; bird
bird ; monkey
monkey ; gorilla
gorilla ; bear
snake ; elephant
elephant ; bird
bird ; fish
fish ; shark
shark ; dog
dog ; cat
cat ; lion
lion ; tiger
tiger ; mouse
lion ; zebra
zebra ; monkey
monkey ; leopard
leopard ; bird
bird ; bear
bear ; elephant
elephant ; cheetah
cheetah ; crab
crab ; fish
dog ; cat
cat ; crocodile
crocodile ; giraffe
giraffe ; tiger
tiger ; lion
lion ; zebra
zebra ; monkey
monkey ; snake
snake ; elephant
elephant ; butterfly
butterfly ; rabbit
dog ; cat
cat ; elephant
elephant ; crocodile
crocodile ; giraffe
giraffe ; wolf
wolf ; bear
bear ; snake
